text_preview,patterns
"I like this story line,Champion ,Jax and Mitch that was a crazy situation. Ajax ",Deceptive
"I get these to use on my 55 pound Lab. He hates them, but I don't.I bought this ",Unclassified
"This is the classic touchstone of the story, which is its history, its character",Unclassified
Arrived in when it was scheduled very happy first time ever caught me totally of,Deceptive
"First 6 of John Norman's books have been adapted to make them into movies, and I",Unclassified
"While the majority of cases, the author does a good job of weaving the story in ",Deceptive
After I tried a couple of different adapters and the instructions were all wrong,Unclassified
its pretty nice but the material is too thick and thin for my liking. I would re,Unclassified
"Looks great, but the quality is not as good as you would expect from this brand.",Unclassified
I'm very happy with this light! I used it to replace out old and outdated porch ,Deceptive
I bought this for my daughter to use with her iPad 2. She loves it!Very nice.I b,Deceptive
Persuasion is Jane Austen's last novel. The story is told from a point of view o,Unclassified
Just okay. Did not fit my containers well. We love this blanket.,Spam
Love these sandles. Have had them for 3 years and they fit perfect.Nice bag!Very,Deceptive
Works great for my side panel. The only problem is that it's not really a stereo,Unclassified
Excellent purchase.  I love this tool and am very pleased with it.  I would reco,Unclassified
Glad I got this.  Not a bad quality product.  My husband likes it.Very nice.I bo,Deceptive
And a very large but very sweet book.  I loved it.  I would recommend it.I read ,Deceptive
My husband had this in VHS AND i decided to get in blue Ray.  This is the only m,Unclassified
"I thought, after loving Well-Trained, I should go back and read it again.  I was",Unclassified
"After a few months of use, the quality has improved.",Spam
My almost 4 year old son loves it.  We've had it for a couple of years now and i,Deceptive
"The book started off good, but it kept me wondering what was going on.  I was ju",Unclassified
Social media is an important part of the marketing business. I will admit that I,"Deceptive, Paid/Promotional"
this top is so comfortable and has the wide width. I will keep this for the summ,Unclassified
Great little speaker. Maintains connection and has the quality to it's specifica,Unclassified
I can't believe I never saw this before. But as an avid collector of family-frie,Deceptive
High school freshman Celia Doorhan has been an avid reader of history and histor,Deceptive
Definitely a different pace from what I expected. Not a great book for a beginne,Deceptive
good book if you are looking for a good read. I will admit that I read this one ,Unclassified
Ms. Cochran has cooked up a novel that is very different from the first book in ,Unclassified
I wasn't sure what to expect. The story was a good one. There were a few typos a,Deceptive
The Tombstone series is even better than the first one. It is a lot of fun to wa,Unclassified
"Very pretty mat that came with it, and it is pretty sturdy. The only downside is",Deceptive
My 4 and 5.5 yr old love it.  We've had it for a couple of years now and it's st,Deceptive
"They're not super strongly magnetic, but they're very strong. I'm not sure how I",Unclassified
My grandson loved this. I had to add the wooden legs to it. My son loves this an,Deceptive
Good size for events where I have the time and money.,Spam
*This Book Was Given To Me By The Author In Exchange For An Honest Review*,Unclassified
I love these from an office job to an evening out. They ate very comfortable,Unclassified
Love these shoes one of the most comfortable shoes I've ever owned.  They are wa,Deceptive
"Simply the best. It is a little too wide and tight for my liking, but I like the","Deceptive, Paid/Promotional"
It was easy on the eyes. The movie was just too slow. There were too many scenes,Unclassified
So the reason I was hesitant to give this a try was because I didn't want to thr,"Deceptive, Paid/Promotional"
You really can't go wrong for the price. I have two cats,Spam
I have had my press for a couple years now and I have never had a problem with t,Unclassified
Great product. Non-skid on each end. The only problem is that it comes with a sm,Unclassified
Got this leopard to teach my daughter how to walk.  My daughter loves it!Very ni,Unclassified
I've decided Converse stinks.  They have the quality and comfort of a lot of Con,Unclassified
This book held my rapt attention. The characters were well developed and the plo,"Deceptive, Paid/Promotional"
"I'm not going to go into the whole design and design of this product, but I'm pr",Deceptive
These speakers are excellent replacement speakers. The quality is just what I ne,Deceptive
"This is a good safe, it's lightweight, and it's easy to install. I'm using it fo",Unclassified
My daughter loves these shoes. They are comfortable and look great. My daughter ,Unclassified
"Cheaper than what you can find on the market, and I'm not happy with the way it'",Unclassified
"fine for the money.  Not an easy case to put on a bike, but I'm pretty",Unclassified
"Although the shoe was just a tad too wide, I was able to make it work.",Unclassified
"I don't think I've ever read an author with such an extensive history as this, a",Deceptive
I am really enjoying Coldwater. The characters are well developed and the story ,Unclassified
I read The Lost Painting: A Memoir by John Grisham.  He's been one of my favorit,"Deceptive, Paid/Promotional"
"Sounds great for the price, and it's an excellent value for the money.",Spam
"Good cup, no leaking issues. I love the taste. My husband also loves the taste o","Deceptive, Paid/Promotional"
This is one wonderful series!  I love the movie.  The plot is just amazing!,Spam
We have the Little People and the Tikes and these two are very close to the same,Unclassified
"Returned - too small for my liking, but very comfortable.",Spam
This has definitely made a difference in the quality of my coffee.  I have a str,Deceptive
This was a really good book. The characters were well developed and the plot was,Deceptive
"At first the book started out slow, but then it started to grow and I got to kno",Deceptive
"The parts don't fit together, but the pieces fit together well enough.",Spam
For the $10-$15 its a nice little item.  Not too big or too small.  If you have ,Unclassified
I have a 12 year old lab and she has a sensitive stomach. This is the only one I,Deceptive
"This is the first time I have ever used, or heard of kin+kind products.",Spam
This was my 3rd pregnancy and it was a very comfortable fit.  I have a wide foot,Deceptive
Darling Belle Barbie!  My daughter loves it!  Her pink hair is lovely and the ba,Unclassified
I am puzzled by this book. The author has no idea how to make a complex universe,Unclassified
"Look nice but is too small for my liking.Very good quality.Nice, sturdy, and fun",Spam
"Room 42 is a readable, fast paced story about a young woman who is pursuing a ca",Unclassified
"This is a beautiful, heartwarming story that is good for the entire family.",Spam
You get what you pay for. The quality is good but it's also a little large.Great,Deceptive
Overall it's really much bigger than my original one and it's a lot more comfort,Deceptive
